name,league,position,minutes_played,goals,assists,expected_goals,goals_per90,assists_per90,goals_minus_xg
Viktor Gyökeres,Premier League,F,1878,10,0,8.3548,0.4792332268370607,0.0,1.6452000000000009
Bukayo Saka,Premier League,F,1911,6,3,6.8487,0.282574568288854,0.141287284144427,-0.8487
Gabriel Jesus,Premier League,F,306,2,0,1.7605,0.5882352941176471,0.0,0.23950000000000005
Gabriel Martinelli,Premier League,F,823,1,2,3.3406,0.10935601458080194,0.21871202916160387,-2.3406
Kai Havertz,Premier League,F,203,0,1,0.3077,0.0,0.4433497536945813,-0.3077
Eberechi Eze,Premier League,F,1414,6,2,3.596,0.38189533239038187,0.1272984441301273,2.404
Leandro Trossard,Premier League,F,1685,5,5,4.8222,0.26706231454005935,0.26706231454005935,0.1778000000000004
Martin Ødegaard,Premier League,M,1078,1,5,1.0108,0.08348794063079777,0.4174397031539889,-0.01079999999999992
Declan Rice,Premier League,M,2495,4,5,2.8169,0.14428857715430862,0.18036072144288576,1.1831
Noni Madueke,Premier League,M,847,2,1,0.9573,0.21251475796930341,0.10625737898465171,1.0427
Mikel Merino,Premier League,M,1007,4,3,2.9983,0.3574975173783515,0.26812313803376364,1.0017
Martín Zubimendi,Premier League,M,2530,5,1,2.6822,0.17786561264822134,0.03557312252964427,2.3178
Max Dowman,Premier League,M,36,0,0,0.1372,0.0,0.0,-0.1372
Christian Nørgaard,Premier League,M,63,0,0,0.0511,0.0,0.0,-0.0511
Gabriel Magalhães,Premier League,D,2076,3,4,1.8538,0.13005780346820808,0.17341040462427745,1.1462
William Saliba,Premier League,D,1985,1,0,0.8575,0.04534005037783375,0.0,0.14249999999999996
Piero Hincapié,Premier League,D,1488,1,1,0.3286,0.06048387096774194,0.06048387096774194,0.6714
Riccardo Calafiori,Premier League,D,1381,1,2,2.748,0.06517016654598116,0.13034033309196233,-1.7480000000000002
Jurriën Timber,Premier League,D,2419,3,5,4.7029,0.11161637040099215,0.18602728400165355,-1.7028999999999996
Myles Lewis-Skelly,Premier League,D,336,0,0,0.0516,0.0,0.0,-0.0516
Cristhian Mosquera,Premier League,D,626,0,0,,0.0,0.0,
Ben White,Premier League,D,420,0,1,0.436,0.0,0.2142857142857143,-0.436
David Raya,Premier League,G,2700,0,0,,0.0,0.0,
Erling Haaland,Premier League,F,2328,22,7,20.7065,0.8505154639175257,0.27061855670103097,1.2935000000000016
Omar Marmoush,Premier League,F,540,1,2,2.085,0.16666666666666669,0.33333333333333337,-1.085
Phil Foden,Premier League,M,1812,7,3,5.4693,0.347682119205298,0.1490066225165563,1.5307000000000004
Antoine Semenyo,Premier League,M,2514,15,4,9.7391,0.5369928400954653,0.1431980906921241,5.2608999999999995
Rodri,Premier League,M,1155,1,0,0.7617,0.07792207792207792,0.0,0.23829999999999996
Rayan Cherki,Premier League,M,1286,3,8,2.4149,0.2099533437013997,0.5598755832037325,0.5851000000000002
Jérémy Doku,Premier League,M,1200,1,4,1.8056,0.07500000000000001,0.30000000000000004,-0.8056000000000001
Bernardo Silva,Premier League,M,2183,1,4,1.4031,0.04122766834631241,0.16491067338524965,-0.4031
Savinho,Premier League,M,582,0,1,1.5342,0.0,0.15463917525773196,-1.5342
Rayan Aït-Nouri,Premier League,M,722,0,2,0.3686,0.0,0.24930747922437674,-0.3686
Tijjani Reijnders,Premier League,M,1488,5,2,3.9591,0.3024193548387097,0.12096774193548387,1.0409000000000002
Mateo Kovačić,Premier League,M,12,0,0,,0.0,0.0,
Nico González,Premier League,M,1375,1,0,0.571,0.06545454545454545,0.0,0.42900000000000005
Abdukodir Khusanov,Premier League,D,799,0,0,0.3259,0.0,0.0,-0.3259
Joško Gvardiol,Premier League,D,1304,2,2,2.3419,0.13803680981595093,0.13803680981595093,-0.34189999999999987
Rúben Dias,Premier League,D,2059,2,0,0.5644,0.08742107819329771,0.0,1.4356
Marc Guéhi,Premier League,D,2430,2,2,3.2017,0.07407407407407407,0.07407407407407407,-1.2017000000000002
John Stones,Premier League,D,363,0,0,,0.0,0.0,
Nathan Aké,Premier League,D,503,0,0,0.2759,0.0,0.0,-0.2759
Nico O'Reilly,Premier League,D,2044,4,3,3.412,0.1761252446183953,0.13209393346379647,0.5880000000000001
Matheus Nunes,Premier League,D,2177,1,4,0.2593,0.04134129536058796,0.16536518144235185,0.7407
Rico Lewis,Premier League,D,333,0,1,0.1119,0.0,0.2702702702702703,-0.1119
Max Alleyne,Premier League,D,135,0,0,0.259,0.0,0.0,-0.259
Gianluigi Donnarumma,Premier League,G,2340,0,0,,0.0,0.0,
James Trafford,Premier League,G,270,0,0,,0.0,0.0,
Amad Diallo,Premier League,F,1740,2,2,4.2933,0.10344827586206896,0.10344827586206896,-2.2933000000000003
Benjamin Šeško,Premier League,F,1298,8,1,6.853,0.5546995377503853,0.06933744221879816,1.1470000000000002
Matheus Cunha,Premier League,F,1903,6,2,5.6343,0.2837624802942722,0.09458749343142406,0.36570000000000036
Joshua Zirkzee,Premier League,F,550,2,1,2.3854,0.32727272727272727,0.16363636363636364,-0.3854000000000002
Bruno Fernandes,Premier League,M,2257,7,14,9.1091,0.27913159060700043,0.5582631812140009,-2.1090999999999998
Bryan Mbeumo,Premier League,M,2050,9,3,8.0858,0.3951219512195122,0.13170731707317074,0.9141999999999992
Casemiro,Premier League,M,1981,6,2,4.5439,0.2725896012115093,0.09086320040383644,1.4561000000000002
Kobbie Mainoo,Premier League,M,950,0,2,0.2363,0.0,0.18947368421052632,-0.2363
Mason Mount,Premier League,M,819,3,0,1.4878,0.32967032967032966,0.0,1.5122
Patrick Dorgu,Premier League,M,1349,3,3,1.8222,0.20014825796886582,0.20014825796886582,1.1778
Diogo Dalot,Premier League,M,2056,1,3,1.4225,0.04377431906614786,0.13132295719844359,-0.4225000000000001
Manuel Ugarte,Premier League,M,794,0,0,0.4906,0.0,0.0,-0.4906
Tyler Fletcher,Premier League,M,1,0,0,,0.0,0.0,
Noussair Mazraoui,Premier League,D,653,0,0,0.1733,0.0,0.0,-0.1733
Lisandro Martínez,Premier League,D,911,0,0,0.065,0.0,0.0,-0.065
Matthijs de Ligt,Premier League,D,1170,1,0,1.4559,0.07692307692307693,0.0,-0.45589999999999997
Harry Maguire,Premier League,D,1049,1,1,0.7827,0.08579599618684461,0.08579599618684461,0.21730000000000005
Leny Yoro,Premier League,D,1444,0,0,0.9376,0.0,0.0,-0.9376
Luke Shaw,Premier League,D,2446,0,1,0.5033,0.0,0.03679476696647588,-0.5033
Ayden Heaven,Premier League,D,660,0,1,0.3454,0.0,0.13636363636363635,-0.3454
Tyrell Malacia,Premier League,D,24,0,0,,0.0,0.0,
Tyler Fredricson,Premier League,D,10,0,0,,0.0,0.0,
Senne Lammens,Premier League,G,2070,0,0,,0.0,0.0,
Altay Bayındır,Premier League,G,540,0,0,,0.0,0.0,
Tammy Abraham,Premier League,F,168,1,0,1.2372,0.5357142857142857,0.0,-0.23720000000000008
Ollie Watkins,Premier League,F,2158,8,1,9.6855,0.3336422613531047,0.04170528266913809,-1.6854999999999993
Jadon Sancho,Premier League,M,704,0,1,0.5867,0.0,0.1278409090909091,-0.5867
Harvey Elliott,Premier League,M,117,0,0,0.291,0.0,0.0,-0.291
Morgan Rogers,Premier League,M,2590,8,5,5.2846,0.277992277992278,0.17374517374517376,2.7154
Douglas Luiz,Premier League,M,792,1,0,0.4908,0.11363636363636365,0.0,0.5092
Youri Tielemans,Premier League,M,1299,0,4,0.9934,0.0,0.27713625866050806,-0.9934
Emiliano Buendía,Premier League,M,1376,5,2,2.7363,0.3270348837209302,0.1308139534883721,2.2637
Leon Bailey,Premier League,M,284,0,1,0.2637,0.0,0.31690140845070425,-0.2637
Amadou Onana,Premier League,M,1399,2,0,1.0514,0.12866333095067906,0.0,0.9486000000000001
John McGinn,Premier League,M,1607,3,2,2.4717,0.16801493466085873,0.11200995644057249,0.5283000000000002
Boubacar Kamara,Premier League,M,1418,1,3,0.4904,0.06346967559943582,0.19040902679830748,0.5096
Ross Barkley,Premier League,M,257,1,0,0.5303,0.35019455252918286,0.0,0.4697
Alysson,Premier League,M,56,0,0,0.0455,0.0,0.0,-0.0455
Lamare Bogarde,Premier League,M,767,0,0,,0.0,0.0,
Matty Cash,Premier League,D,2356,3,2,1.0776,0.11460101867572157,0.07640067911714771,1.9224
Victor Lindelöf,Premier League,D,613,0,1,0.0312,0.0,0.1468189233278956,-0.0312
Ian Maatsen,Premier League,D,1257,0,0,1.0711,0.0,0.0,-1.0711
Lucas Digne,Premier League,D,1400,0,4,0.5627,0.0,0.2571428571428571,-0.5627
Pau Torres,Premier League,D,1299,0,0,0.5686,0.0,0.0,-0.5686
Ezri Konsa,Premier League,D,2496,0,0,1.013,0.0,0.0,-1.013
Tyrone Mings,Premier League,D,873,0,0,0.7134,0.0,0.0,-0.7134
Andrés García,Premier League,D,46,0,0,,0.0,0.0,
Emiliano Martínez,Premier League,G,2205,0,0,,0.0,0.0,
Marco Bizot,Premier League,G,405,0,0,,0.0,0.0,
Alejandro Garnacho,Premier League,F,997,1,4,2.9587,0.09027081243731194,0.36108324974924777,-1.9586999999999999
João Pedro,Premier League,F,2155,14,5,13.2042,0.5846867749419954,0.2088167053364269,0.7957999999999998
Marc Guiu,Premier League,F,258,0,1,1.4653,0.0,0.3488372093023256,-1.4653
Liam Delap,Premier League,F,758,1,0,3.6318,0.11873350923482849,0.0,-2.6318
Cole Palmer,Premier League,M,1246,9,1,8.2463,0.6500802568218299,0.07223113964686999,0.7537000000000003
Estêvão,Premier League,M,749,2,2,2.8314,0.24032042723631508,0.24032042723631508,-0.8313999999999999
Enzo Fernández,Premier League,M,2403,8,3,9.9626,0.299625468164794,0.11235955056179775,-1.9626000000000001
Moisés Caicedo,Premier League,M,2046,3,1,1.1903,0.13196480938416422,0.04398826979472141,1.8097
Pedro Neto,Premier League,M,2149,5,4,4.2919,0.20939972080037228,0.16751977664029782,0.7081
Andrey Santos,Premier League,M,995,0,0,1.7006,0.0,0.0,-1.7006
Jamie Gittens,Premier League,M,495,0,2,0.8183,0.0,0.36363636363636365,-0.8183
Roméo Lavia,Premier League,M,135,0,0,,0.0,0.0,
Reece James,Premier League,D,1806,2,4,0.8974,0.09966777408637874,0.19933554817275748,1.1026
Marc Cucurella,Premier League,D,1900,1,3,1.6429,0.04736842105263158,0.14210526315789473,-0.6429
Mamadou Sarr,Premier League,D,98,0,0,0.4359,0.0,0.0,-0.4359
Malo Gusto,Premier League,D,1654,2,3,1.4572,0.10882708585247883,0.16324062877871826,0.5428
Jorrel Hato,Premier League,D,559,0,0,0.3071,0.0,0.0,-0.3071
Wesley Fofana,Premier League,D,1105,0,1,0.4959,0.0,0.08144796380090498,-0.4959
Trevoh Chalobah,Premier League,D,2462,3,0,1.131,0.10966693744922827,0.0,1.869
Josh Acheampong,Premier League,D,587,1,0,0.6039,0.15332197614991483,0.0,0.3961
Benoît Badiashile,Premier League,D,471,0,0,,0.0,0.0,
Tosin Adarabioyo,Premier League,D,739,0,0,0.1073,0.0,0.0,-0.1073
Robert Sánchez,Premier League,G,2345,0,1,,0.0,0.038379530916844345,
Filip Jørgensen,Premier League,G,264,0,0,,0.0,0.0,
Alexander Isak,Premier League,F,519,2,1,2.047,0.3468208092485549,0.17341040462427745,-0.04700000000000015
Hugo Ekitiké,Premier League,F,1776,11,4,9.401,0.5574324324324325,0.20270270270270271,1.5990000000000002
Federico Chiesa,Premier League,F,340,2,1,1.3589,0.5294117647058824,0.2647058823529412,0.6411
Rio Ngumoha,Premier League,F,159,1,0,0.5561,0.5660377358490566,0.0,0.44389999999999996
Mohamed Salah,Premier League,M,1794,5,6,6.5271,0.2508361204013378,0.3010033444816054,-1.5271
Florian Wirtz,Premier League,M,1861,4,2,5.6976,0.19344438473938744,0.09672219236969372,-1.6976000000000004
Dominik Szoboszlai,Premier League,M,2423,4,3,3.6582,0.14857614527445318,0.11143210895583985,0.3418000000000001
Alexis Mac Allister,Premier League,M,2005,2,2,3.1413,0.08977556109725685,0.08977556109725685,-1.1413000000000002
Cody Gakpo,Premier League,M,1986,6,3,6.3687,0.2719033232628399,0.13595166163141995,-0.3686999999999996
Jeremie Frimpong,Premier League,M,641,0,1,0.4308,0.0,0.14040561622464898,-0.4308
Ryan Gravenberch,Premier League,M,2341,4,3,1.4133,0.1537804357112345,0.1153353267834259,2.5867
Wataru Endo,Premier League,M,206,0,1,0.0386,0.0,0.4368932038834951,-0.0386
Curtis Jones,Premier League,M,1260,0,1,2.0011,0.0,0.07142857142857142,-2.0011
Trey Nyoni,Premier League,M,14,0,0,0.3697,0.0,0.0,-0.3697
Virgil van Dijk,Premier League,D,2610,3,0,2.6574,0.10344827586206896,0.0,0.3426
Ibrahima Konaté,Premier League,D,2410,1,0,1.0617,0.03734439834024896,0.0,-0.06170000000000009
Miloš Kerkez,Premier League,D,1968,1,1,1.0388,0.04573170731707318,0.04573170731707318,-0.038799999999999946
Andrew Robertson,Premier League,D,679,0,0,0.219,0.0,0.0,-0.219
Conor Bradley,Premier League,D,932,0,1,0.241,0.0,0.09656652360515021,-0.241
Joe Gomez,Premier League,D,431,0,2,0.2293,0.0,0.4176334106728538,-0.2293
Alisson,Premier League,G,2160,0,0,,0.0,0.0,
Giorgi Mamardashvili,Premier League,G,450,0,0,,0.0,0.0,
Dango Ouattara,Premier League,F,1620,5,2,5.299,0.2777777777777778,0.1111111111111111,-0.2990000000000004
Igor Thiago,Premier League,F,2474,18,1,15.6162,0.6548100242522231,0.03637833468067906,2.383800000000001
Fabio Carvalho,Premier League,F,128,1,0,0.6992,0.703125,0.0,0.30079999999999996
Romelle Donovan,Premier League,F,38,0,0,0.0958,0.0,0.0,-0.0958
Jordan Henderson,Premier League,M,1651,1,3,0.3319,0.054512416717141125,0.1635372501514234,0.6681
Reiss Nelson,Premier League,M,66,0,0,0.6113,0.0,0.0,-0.6113
Mikkel Damsgaard,Premier League,M,1516,3,4,1.788,0.17810026385224276,0.23746701846965698,1.212
Kevin Schade,Premier League,M,2072,7,3,9.7857,0.30405405405405406,0.1303088803088803,-2.7857000000000003
Yehor Yarmolyuk,Premier League,M,2035,1,2,1.176,0.044226044226044224,0.08845208845208845,-0.17599999999999993
Antoni Milambo,Premier League,M,45,0,0,,0.0,0.0,
Vitaly Janelt,Premier League,M,1267,1,4,0.9081,0.07103393843725335,0.2841357537490134,0.09189999999999998
Mathias Jensen,Premier League,M,1501,2,1,1.9885,0.11992005329780146,0.05996002664890073,0.011500000000000066
Michael Kayode,Premier League,D,2454,0,0,0.27,0.0,0.0,-0.27
Sepp van den Berg,Premier League,D,2123,0,1,2.5087,0.0,0.04239284032030146,-2.5087
Nathan Collins,Premier League,D,2162,1,2,1.6109,0.041628122109158186,0.08325624421831637,-0.6109
Kristoffer Ajer,Premier League,D,1620,0,1,0.7805,0.0,0.05555555555555555,-0.7805
Keane Lewis-Potter,Premier League,D,1182,3,1,2.0434,0.22842639593908629,0.07614213197969542,0.9565999999999999
Ethan Pinnock,Premier League,D,231,0,0,,0.0,0.0,
Aaron Hickey,Premier League,D,617,0,0,0.4147,0.0,0.0,-0.4147
Rico Henry,Premier League,D,1334,0,1,0.1792,0.0,0.06746626686656672,-0.1792
Caoimhin Kelleher,Premier League,G,2520,0,0,,0.0,0.0,
Hákon Rafn Valdimarsson,Premier League,G,90,0,0,,0.0,0.0,
Tyrique George,Premier League,F,263,0,0,0.4435,0.0,0.0,-0.4435
Thierno Barry,Premier League,F,1632,6,0,6.1423,0.33088235294117646,0.0,-0.14229999999999965
Beto,Premier League,F,1091,4,0,6.4541,0.32997250229147573,0.0,-2.4541000000000004
Jack Grealish,Premier League,M,1631,2,6,2.1457,0.1103617412630288,0.33108522378908645,-0.14570000000000016
Iliman Ndiaye,Premier League,M,1977,5,3,4.5306,0.2276176024279211,0.13657056145675267,0.46940000000000026
Idrissa Gueye,Premier League,M,1672,2,1,1.4648,0.10765550239234449,0.053827751196172245,0.5351999999999999
Kiernan Dewsbury-Hall,Premier League,M,1834,6,3,3.0058,0.29443838604143946,0.14721919302071973,2.9942
Carlos Alcaraz,Premier League,M,696,0,1,1.1118,0.0,0.12931034482758622,-1.1118
James Garner,Premier League,M,2604,2,5,1.7534,0.06912442396313365,0.1728110599078341,0.24659999999999993
Tyler Dibling,Premier League,M,371,0,0,0.1993,0.0,0.0,-0.1993
Dwight McNeil,Premier League,M,796,0,1,0.7471,0.0,0.11306532663316583,-0.7471
Tim Iroegbunam,Premier League,M,1041,0,2,0.4267,0.0,0.1729106628242075,-0.4267
Merlin Röhl,Premier League,M,361,0,0,0.6411,0.0,0.0,-0.6411
Harrison Armstrong,Premier League,M,495,0,0,0.7874,0.0,0.0,-0.7874
Vitaliy Mykolenko,Premier League,D,2150,0,1,0.2937,0.0,0.04186046511627907,-0.2937
Jarrad Branthwaite,Premier League,D,500,1,0,0.2882,0.18,0.0,0.7118
James Tarkowski,Premier League,D,2610,1,1,2.2578,0.034482758620689655,0.034482758620689655,-1.2578
Michael Keane,Premier League,D,1973,3,0,1.8829,0.1368474404460213,0.0,1.1171
Jake O'Brien,Premier League,D,2376,0,1,0.864,0.0,0.03787878787878788,-0.864
Séamus Coleman,Premier League,D,12,0,0,,0.0,0.0,
Nathan Patterson,Premier League,D,265,0,0,0.029,0.0,0.0,-0.029
Jordan Pickford,Premier League,G,2610,0,0,,0.0,0.0,
Amine Adli,Premier League,F,948,3,1,2.5227,0.2848101265822785,0.09493670886075949,0.47730000000000006
Evanilson,Premier League,F,2026,6,0,7.3851,0.2665350444225074,0.0,-1.3851000000000004
Eli Junior Kroupi,Premier League,F,1071,8,0,4.8432,0.6722689075630253,0.0,3.1567999999999996
Enes Ünal,Premier League,F,189,1,0,1.3535,0.47619047619047616,0.0,-0.3534999999999999
Rayan,Premier League,M,452,2,1,0.8733,0.39823008849557523,0.19911504424778761,1.1267
Justin Kluivert,Premier League,M,920,2,0,2.2492,0.1956521739130435,0.0,-0.2492000000000001
Ben Gannon-Doak,Premier League,M,53,0,1,0.0863,0.0,1.6981132075471697,-0.0863
Alex Tóth,Premier League,M,97,0,0,0.0565,0.0,0.0,-0.0565
Tyler Adams,Premier League,M,1420,2,1,0.5319,0.1267605633802817,0.06338028169014084,1.4681
Alex Scott,Premier League,M,2140,2,1,3.2483,0.08411214953271029,0.042056074766355145,-1.2483
Marcus Tavernier,Premier League,M,1946,5,4,6.7242,0.23124357656731756,0.18499486125385406,-1.7241999999999997
David Brooks,Premier League,M,1038,1,2,4.5159,0.08670520231213873,0.17341040462427745,-3.5159000000000002
Ryan Christie,Premier League,M,582,1,0,1.4713,0.15463917525773196,0.0,-0.47130000000000005
Lewis Cook,Premier League,M,892,0,1,0.077,0.0,0.10089686098654709,-0.077
Marcos Senesi,Premier League,D,2480,0,4,1.2417,0.0,0.14516129032258066,-1.2417
Julio Soler,Premier League,D,34,0,0,,0.0,0.0,
Álex Jiménez,Premier League,D,1869,1,0,1.0796,0.04815409309791332,0.0,-0.0795999999999999
Bafodé Diakité,Premier League,D,1286,0,0,0.0185,0.0,0.0,-0.0185
Veljko Milosavljević,Premier League,D,375,0,0,0.1513,0.0,0.0,-0.1513
Adrien Truffert,Premier League,D,2570,0,2,0.4014,0.0,0.07003891050583658,-0.4014
James Hill,Premier League,D,1310,0,3,0.3924,0.0,0.20610687022900764,-0.3924
Adam Smith,Premier League,D,748,0,1,,0.0,0.12032085561497326,
Đorđe Petrović,Premier League,G,2610,0,0,,0.0,0.0,
Samuel Chukwueze,Premier League,F,748,3,4,1.6056,0.36096256684491984,0.48128342245989303,1.3944
Raúl Jiménez,Premier League,F,1923,8,3,10.0926,0.374414976599064,0.14040561622464898,-2.092599999999999
Rodrigo Muniz,Premier League,F,470,1,1,1.2908,0.19148936170212766,0.19148936170212766,-0.29079999999999995
Jonah Kusi-Asare,Premier League,F,54,0,0,,0.0,0.0,
Oscar Bobb,Premier League,M,654,0,1,0.51,0.0,0.13761467889908258,-0.51
Alex Iwobi,Premier League,M,1964,4,3,1.2797,0.18329938900203666,0.13747454175152748,2.7203
Emile Smith Rowe,Premier League,M,1473,3,0,4.2618,0.18329938900203666,0.0,-1.2618
Kevin,Premier League,M,904,1,1,1.114,0.09955752212389381,0.09955752212389381,-0.1140000000000001
Harry Wilson,Premier League,M,2100,9,6,4.6463,0.38571428571428573,0.2571428571428571,4.3537
Sander Berge,Premier League,M,2428,0,1,1.2863,0.0,0.03706754530477759,-1.2863
Saša Lukić,Premier League,M,1212,1,2,1.7605,0.07425742574257425,0.1485148514851485,-0.7605
Joshua King,Premier League,M,1002,0,1,1.5156,0.0,0.08982035928143711,-1.5156
Tom Cairney,Premier League,M,580,1,0,0.9395,0.15517241379310345,0.0,0.0605
Harrison Reed,Premier League,M,51,1,0,0.0365,1.7647058823529411,0.0,0.9635
Calvin Bassey,Premier League,D,1734,1,0,1.2882,0.051903114186851215,0.0,-0.2882
Antonee Robinson,Premier League,D,894,0,0,0.217,0.0,0.0,-0.217
Joachim Andersen,Premier League,D,2292,0,1,1.3096,0.0,0.03926701570680628,-1.3096
Timothy Castagne,Premier League,D,1159,0,0,1.0252,0.0,0.0,-1.0252
Ryan Sessegnon,Premier League,D,1609,2,1,1.165,0.11187072715972653,0.05593536357986326,0.835
Kenny Tete,Premier League,D,1712,1,0,0.9581,0.052570093457943924,0.0,0.04190000000000005
Issa Diop,Premier League,D,606,0,0,0.0194,0.0,0.0,-0.0194
Jorge Cuenca,Premier League,D,952,0,0,0.0501,0.0,0.0,-0.0501
Bernd Leno,Premier League,G,2610,0,0,,0.0,0.0,
Bertrand Traoré,Premier League,F,638,1,0,0.5182,0.14106583072100312,0.0,0.4818
Wilson Isidor,Premier League,F,1073,4,0,3.7419,0.33550792171481825,0.0,0.2581000000000002
Brian Brobbey,Premier League,F,1214,5,1,2.6312,0.37067545304777594,0.07413509060955518,2.3688
Eliezer Mayenda,Premier League,F,756,2,0,2.145,0.23809523809523808,0.0,-0.14500000000000002
Romaine Mundle,Premier League,F,412,0,0,0.8612,0.0,0.0,-0.8612
Granit Xhaka,Premier League,M,2093,1,5,0.5948,0.04300047778308648,0.2150023889154324,0.4052
Noah Sadiki,Premier League,M,2115,0,0,0.3908,0.0,0.0,-0.3908
Habib Diarra,Premier League,M,927,2,0,2.0187,0.19417475728155337,0.0,-0.01869999999999994
Chemsdine Talbi,Premier League,M,1153,3,1,1.3343,0.2341717259323504,0.07805724197745013,1.6657
Nilson Angulo,Premier League,M,264,0,0,0.4981,0.0,0.0,-0.4981
Enzo Le Fée,Premier League,M,2300,4,4,4.5432,0.1565217391304348,0.1565217391304348,-0.5431999999999997
Chris Rigg,Premier League,M,389,0,0,0.306,0.0,0.0,-0.306
Jocelin Ta Bi,Premier League,M,39,0,0,,0.0,0.0,
Reinildo Mandava,Premier League,D,1428,0,1,0.1459,0.0,0.06302521008403361,-0.1459
Nordi Mukiele,Premier League,D,2165,1,4,1.0051,0.04157043879907621,0.16628175519630484,-0.0051000000000001044
Omar Alderete,Premier League,D,2176,1,1,1.2588,0.04136029411764706,0.04136029411764706,-0.2587999999999999
Daniel Ballard,Premier League,D,1943,2,0,2.3336,0.09264024704065878,0.0,-0.3336000000000001
Lutsharel Geertruida,Premier League,D,1252,0,0,0.8097,0.0,0.0,-0.8097
Trai Hume,Premier League,D,2403,0,1,1.5415,0.0,0.03745318352059925,-1.5415
Dennis Cirkin,Premier League,D,297,0,0,,0.0,0.0,
Luke O'Nien,Premier League,D,138,0,0,,0.0,0.0,
Robin Roefs,Premier League,G,2520,0,0,,0.0,0.0,
Melker Ellborg,Premier League,G,90,0,0,,0.0,0.0,
Nick Woltemade,Premier League,F,1549,7,2,6.2587,0.40671400903808913,0.11620400258231116,0.7412999999999998
Yoane Wissa,Premier League,F,425,1,0,1.9403,0.2117647058823529,0.0,-0.9402999999999999
Anthony Gordon,Premier League,F,1567,4,2,7.1915,0.22973835354179964,0.11486917677089982,-3.1914999999999996
Anthony Elanga,Premier League,F,1149,0,1,1.3687,0.0,0.0783289817232376,-1.3687
Harvey Barnes,Premier League,F,1491,5,0,6.1079,0.3018108651911469,0.0,-1.1078999999999999
William Osula,Premier League,F,319,2,0,0.6927,0.5642633228840125,0.0,1.3073000000000001
Jacob Murphy,Premier League,F,1152,3,1,2.9333,0.234375,0.078125,0.06669999999999998
Bruno Guimarães,Premier League,M,2018,9,4,4.8223,0.40138751238850345,0.17839444995044598,4.1777
Sandro Tonali,Premier League,M,2045,0,2,1.5556,0.0,0.08801955990220048,-1.5556
Joelinton,Premier League,M,1576,2,1,2.0813,0.11421319796954314,0.05710659898477157,-0.08130000000000015
Lewis Miley,Premier League,M,1134,1,3,1.3393,0.07936507936507936,0.23809523809523808,-0.33929999999999993
Jacob Ramsey,Premier League,M,907,2,1,0.9268,0.19845644983461963,0.09922822491730982,1.0732
Joe Willock,Premier League,M,628,0,0,0.7994,0.0,0.0,-0.7994
Kieran Trippier,Premier League,D,1396,0,1,0.0823,0.0,0.06446991404011461,-0.0823
Malick Thiaw,Premier League,D,2208,4,0,3.5034,0.16304347826086957,0.0,0.49659999999999993
Valentino Livramento,Premier League,D,1049,0,1,0.1211,0.0,0.08579599618684461,-0.1211
Dan Burn,Premier League,D,1721,0,2,0.1899,0.0,0.10459035444509006,-0.1899
Lewis Hall,Premier League,D,1572,1,1,0.728,0.05725190839694657,0.05725190839694657,0.272
Sven Botman,Premier League,D,1064,1,1,1.2835,0.08458646616541353,0.08458646616541353,-0.2835000000000001
Fabian Schär,Premier League,D,1091,0,0,0.9829,0.0,0.0,-0.9829
Emil Krafth,Premier League,D,45,0,0,,0.0,0.0,
Alex Murphy,Premier League,D,1,0,0,,0.0,0.0,
Aaron Ramsdale,Premier League,G,643,0,0,,0.0,0.0,
Nick Pope,Premier League,G,1967,0,0,0.162,0.0,0.0,-0.162
Ismaïla Sarr,Premier League,F,1640,7,1,7.9698,0.38414634146341464,0.054878048780487805,-0.9698000000000002
Brennan Johnson,Premier League,F,1181,2,1,1.7671,0.15241320914479253,0.07620660457239627,0.2329000000000001
Jean-Philippe Mateta,Premier League,F,1914,8,0,11.9723,0.3761755485893417,0.0,-3.9723000000000006
Jørgen Strand Larsen,Premier League,F,1814,4,1,4.1575,0.19845644983461963,0.04961411245865491,-0.15749999999999975
Edward Nketiah,Premier League,F,416,2,0,1.77,0.4326923076923077,0.0,0.22999999999999998
Yéremy Pino,Premier League,F,1729,2,1,3.9284,0.10410641989589357,0.05205320994794679,-1.9284
Evann Guessand,Premier League,F,806,1,2,1.5171,0.11166253101736973,0.22332506203473945,-0.5170999999999999
Christantus Uche,Premier League,F,193,0,0,0.492,0.0,0.0,-0.492
Daniel Muñoz,Premier League,M,1781,3,2,1.9788,0.15160022459292533,0.10106681639528356,1.0212
Daichi Kamada,Premier League,M,1478,0,0,1.3912,0.0,0.0,-1.3912
Adam Wharton,Premier League,M,2144,0,5,1.2594,0.0,0.20988805970149252,-1.2594
Jefferson Lerma,Premier League,M,1164,0,2,0.9981,0.0,0.15463917525773196,-0.9981
Borna Sosa,Premier League,M,53,0,0,,0.0,0.0,
Tyrick Mitchell,Premier League,M,2579,1,1,1.0925,0.03489724699495929,0.03489724699495929,-0.09250000000000003
Will Hughes,Premier League,M,1244,0,0,1.0906,0.0,0.0,-1.0906
Justin Devenny,Premier League,M,638,1,0,2.6207,0.14106583072100312,0.0,-1.6206999999999998
Kaden Rodney,Premier League,M,9,0,0,,0.0,0.0,
Chadi Riad,Premier League,D,314,0,1,0.1062,0.0,0.28662420382165604,-0.1062
Maxence Lacroix,Premier League,D,2396,1,2,1.7929,0.037562604340567615,0.07512520868113523,-0.7928999999999999
Chris Richards,Premier League,D,2243,1,0,1.0766,0.04012483281319661,0.0,-0.0766
