name,league,position,minutes_played,goals,assists,expected_goals,goals_per90,assists_per90,goals_minus_xg
Ghislain Konan,Liga Portugal,D,1974,0,0,0.5224,0.0,0.0,-0.5224
Jonathan Buatu,Liga Portugal,D,1935,1,1,1.4931,0.046511627906976744,0.046511627906976744,-0.4931000000000001
Hevertton Santos,Liga Portugal,D,698,0,1,0.0976,0.0,0.12893982808022922,-0.0976
Marvin Elimbi,Liga Portugal,D,1956,0,0,0.6057,0.0,0.0,-0.6057
Zé Carlos,Liga Portugal,D,1836,0,0,0.3425,0.0,0.0,-0.3425
Antonio Espigares,Liga Portugal,D,659,1,0,0.2579,0.13657056145675267,0.0,0.7421
Jonathan Mutombo,Liga Portugal,D,38,0,0,,0.0,0.0,
Lucão,Liga Portugal,G,540,0,0,,0.0,0.0,
Daniel Figueira,Liga Portugal,G,210,0,0,,0.0,0.0,
Antoine Joujou,Liga Portugal,F,581,3,1,1.9587,0.4647160068846816,0.1549053356282272,1.0413
Romeo Beney,Liga Portugal,F,144,0,0,0.4493,0.0,0.0,-0.4493
Umar Abubakar,Liga Portugal,F,354,1,0,1.9548,0.2542372881355932,0.0,-0.9548000000000001
Simon Elisor,Liga Portugal,F,1310,1,2,4.0107,0.06870229007633588,0.13740458015267176,-3.0107
Gustavo Sá,Liga Portugal,M,2040,4,1,3.93,0.1764705882352941,0.044117647058823525,0.06999999999999984
Sorriso,Liga Portugal,M,2021,3,3,5.8652,0.13359722909450766,0.13359722909450766,-2.8651999999999997
Gil Dias,Liga Portugal,M,1753,3,6,3.414,0.1540216771249287,0.3080433542498574,-0.41400000000000015
Pedro Santos,Liga Portugal,M,502,1,2,0.9697,0.17928286852589642,0.35856573705179284,0.030299999999999994
Mathias De Amorim,Liga Portugal,M,1796,3,1,2.2046,0.15033407572383073,0.05011135857461024,0.7953999999999999
Otar Mamageishvili,Liga Portugal,M,144,0,0,0.5342,0.0,0.0,-0.5342
Rochinha,Liga Portugal,M,13,0,0,,0.0,0.0,
Tom Van De Looi,Liga Portugal,M,1952,0,0,0.6547,0.0,0.0,-0.6547
Gonzalo Pastor,Liga Portugal,M,35,0,0,,0.0,0.0,
Marcos Peña,Liga Portugal,M,304,0,0,0.018,0.0,0.0,-0.018
Gustavo García,Liga Portugal,D,483,0,0,0.0089,0.0,0.0,-0.0089
Léo Realpe,Liga Portugal,D,1416,1,0,1.0209,0.0635593220338983,0.0,-0.02089999999999992
Pedro Bondo,Liga Portugal,D,1179,0,0,0.2004,0.0,0.0,-0.2004
Justin De Haas,Liga Portugal,D,1980,3,0,1.7817,0.13636363636363635,0.0,1.2183
Ibrahima Ba,Liga Portugal,D,1132,0,1,0.2234,0.0,0.07950530035335689,-0.2234
Rodrigo Pinheiro,Liga Portugal,D,1851,2,2,0.4088,0.09724473257698542,0.09724473257698542,1.5912
Rafa Soares,Liga Portugal,D,898,0,1,0.1141,0.0,0.10022271714922049,-0.1141
Lazar Carević,Liga Portugal,G,2250,0,0,,0.0,0.0,
Luís Semedo,Liga Portugal,F,717,2,0,2.3741,0.2510460251046025,0.0,-0.3740999999999999
Yan Maranhão,Liga Portugal,F,548,1,1,3.1118,0.16423357664233576,0.16423357664233576,-2.1118
Vasco Sousa,Liga Portugal,M,462,1,0,1.3252,0.19480519480519481,0.0,-0.32519999999999993
Jimi Gower,Liga Portugal,M,42,0,0,,0.0,0.0,
Alan,Liga Portugal,M,2062,3,5,1.9427,0.1309408341416101,0.21823472356935017,1.0573
Mateja Stjepanović,Liga Portugal,M,1860,1,0,0.4764,0.04838709677419355,0.0,0.5236000000000001
Nile John,Liga Portugal,M,122,0,0,0.1216,0.0,0.0,-0.1216
Landerson,Liga Portugal,M,858,0,2,0.6471,0.0,0.2097902097902098,-0.6471
Kiko Bondoso,Liga Portugal,M,1369,0,3,0.3275,0.0,0.19722425127830534,-0.3275
Cedric Teguia,Liga Portugal,M,722,0,0,0.463,0.0,0.0,-0.463
Afonso Assis,Liga Portugal,M,587,1,0,1.1558,0.15332197614991483,0.0,-0.15579999999999994
Rodrigo Alonso,Liga Portugal,M,891,2,2,0.5908,0.20202020202020204,0.20202020202020204,1.4092
Leandro Santos,Liga Portugal,D,124,0,0,,0.0,0.0,
Michel Augusto,Liga Portugal,D,301,0,0,,0.0,0.0,
Diogo Travassos,Liga Portugal,D,1627,4,3,1.9116,0.2212661339889367,0.16594960049170251,2.0884
Dinis Pinto,Liga Portugal,D,2013,1,6,0.8107,0.044709388971684055,0.26825633383010433,0.18930000000000002
Kiko,Liga Portugal,D,1355,1,0,0.5512,0.06642066420664207,0.0,0.4488
Gilberto Batista,Liga Portugal,D,1250,0,0,0.1895,0.0,0.0,-0.1895
Maracás,Liga Portugal,D,1964,3,0,0.4934,0.13747454175152748,0.0,2.5066
Álvaro Martínez,Liga Portugal,D,790,0,0,,0.0,0.0,
Kevyn Monteiro,Liga Portugal,D,36,0,0,,0.0,0.0,
André Ferreira,Liga Portugal,G,1440,0,0,,0.0,0.0,
Caio,Liga Portugal,G,810,0,0,,0.0,0.0,
Rafik Guitane,Liga Portugal,F,1414,3,5,1.4483,0.19094766619519093,0.31824611032531824,1.5517
Yanis Begraoui,Liga Portugal,F,1957,17,1,11.2984,0.7818088911599387,0.045988758303525806,5.701599999999999
Alejandro Marqués,Liga Portugal,F,1008,4,0,4.7089,0.3571428571428571,0.0,-0.7088999999999999
João Carvalho,Liga Portugal,F,2070,6,9,3.7471,0.2608695652173913,0.391304347826087,2.2529
Khayon Edwards,Liga Portugal,F,11,0,0,,0.0,0.0,
André Lacximicant,Liga Portugal,F,842,2,1,2.9678,0.2137767220902613,0.10688836104513065,-0.9678
Peixinho,Liga Portugal,F,107,0,0,0.5773,0.0,0.0,-0.5773
Pizzi,Liga Portugal,M,480,0,4,0.0362,0.0,0.75,-0.0362
Nodar Lominadze,Liga Portugal,M,620,2,0,0.7727,0.2903225806451613,0.0,1.2273
Jordan Holsgrove,Liga Portugal,M,2095,1,6,0.7957,0.042959427207637235,0.2577565632458234,0.20430000000000004
Xeka,Liga Portugal,M,42,0,0,,0.0,0.0,
Jandro Orellana,Liga Portugal,M,1004,0,1,0.2651,0.0,0.08964143426294821,-0.2651
Ferro,Liga Portugal,D,1132,1,0,0.5163,0.07950530035335689,0.0,0.4837
Kévin Boma,Liga Portugal,D,1659,1,0,1.1656,0.054249547920433995,0.0,-0.16559999999999997
Antef Tsoungui,Liga Portugal,D,680,0,0,0.23,0.0,0.0,-0.23
Ricard Sánchez,Liga Portugal,D,1281,2,3,2.3934,0.1405152224824356,0.2107728337236534,-0.3934000000000002
Felix Bacher,Liga Portugal,D,2250,1,0,1.1998,0.04,0.0,-0.19979999999999998
Pedro Amaral,Liga Portugal,D,1347,0,2,0.3713,0.0,0.13363028953229397,-0.3713
Gonçalo Costa,Liga Portugal,D,435,0,0,0.2897,0.0,0.0,-0.2897
Or Israelov,Liga Portugal,D,17,0,0,,0.0,0.0,
Pedro Carvalho,Liga Portugal,D,970,0,1,0.782,0.0,0.09278350515463918,-0.782
Joel Robles,Liga Portugal,G,2250,0,0,,0.0,0.0,
Alioune Ndoye,Liga Portugal,F,888,2,1,3.9489,0.20270270270270271,0.10135135135135136,-1.9489
Nélson Oliveira,Liga Portugal,F,1148,3,0,3.0037,0.23519163763066203,0.0,-0.0036999999999998145
Ejike Opara,Liga Portugal,F,8,0,0,,0.0,0.0,
Oumar Camara,Liga Portugal,M,1097,4,1,3.4016,0.3281677301731996,0.0820419325432999,0.5983999999999998
Beni Mukendi,Liga Portugal,M,1536,1,0,0.5698,0.05859375,0.0,0.4302
Telmo Arcanjo,Liga Portugal,M,1026,1,0,0.7226,0.08771929824561403,0.0,0.2774
Fabio Blanco,Liga Portugal,M,392,0,0,0.3844,0.0,0.0,-0.3844
Gustavo Silva,Liga Portugal,M,861,2,1,3.0839,0.20905923344947736,0.10452961672473868,-1.0838999999999999
Matija Mitrović,Liga Portugal,M,719,2,0,0.6763,0.25034770514603616,0.0,1.3237
Samu,Liga Portugal,M,1281,4,2,3.9993,0.2810304449648712,0.1405152224824356,0.000700000000000145
Noah Saviolo,Liga Portugal,M,1436,2,3,1.7766,0.12534818941504178,0.1880222841225627,0.22340000000000004
Diogo Sousa,Liga Portugal,M,849,1,1,1.0756,0.10600706713780918,0.10600706713780918,-0.07559999999999989
Gonçalo Nogueira,Liga Portugal,M,855,0,2,0.7908,0.0,0.2105263157894737,-0.7908
Miguel Nogueira,Liga Portugal,M,351,0,0,0.8338,0.0,0.0,-0.8338
Tony Strata,Liga Portugal,D,841,0,1,0.1885,0.0,0.1070154577883472,-0.1885
João Mendes,Liga Portugal,D,1820,0,1,0.5397,0.0,0.04945054945054945,-0.5397
Miguel Maga,Liga Portugal,D,1329,0,0,0.0417,0.0,0.0,-0.0417
Orest Lebedenko,Liga Portugal,D,457,0,0,0.4989,0.0,0.0,-0.4989
Rodrigo Abascal,Liga Portugal,D,1996,1,2,0.8781,0.04509018036072144,0.09018036072144288,0.12190000000000001
Miguel Nóbrega,Liga Portugal,D,1000,1,0,0.6751,0.09,0.0,0.32489999999999997
Óscar Rivas,Liga Portugal,D,990,1,0,0.8862,0.09090909090909091,0.0,0.11380000000000001
Thiago Balieiro,Liga Portugal,D,450,1,0,0.5139,0.2,0.0,0.4861
Juan Castillo,Liga Portugal,G,1350,0,0,,0.0,0.0,
Charles,Liga Portugal,G,900,0,0,,0.0,0.0,
Figueiredo,Liga Portugal,F,1160,3,1,3.353,0.23275862068965517,0.07758620689655173,-0.3530000000000002
Chiquinho,Liga Portugal,F,819,1,1,1.6815,0.10989010989010989,0.10989010989010989,-0.6815
Marko Milovanović,Liga Portugal,F,1414,7,1,6.8,0.44554455445544555,0.06364922206506365,0.20000000000000018
Felipe Lima,Liga Portugal,F,43,0,0,0.0666,0.0,0.0,-0.0666
Cédric Nuozzi,Liga Portugal,F,866,1,0,1.1513,0.10392609699769052,0.0,-0.1513
Sandro Lima,Liga Portugal,F,744,3,2,3.0422,0.3629032258064516,0.24193548387096775,-0.04219999999999979
Stéphane Diarra,Liga Portugal,F,30,0,0,,0.0,0.0,
Fabrício Garcia,Liga Portugal,F,263,1,0,0.8418,0.34220532319391633,0.0,0.1582
Mathis Clairicia,Liga Portugal,F,94,0,0,0.4571,0.0,0.0,-0.4571
Lincoln,Liga Portugal,M,1606,2,3,3.9611,0.11207970112079702,0.16811955168119552,-1.9611
Nabil Touaizi,Liga Portugal,M,2016,1,3,1.4546,0.04464285714285714,0.13392857142857142,-0.4545999999999999
Rhaldney,Liga Portugal,M,289,0,0,0.0282,0.0,0.0,-0.0282
Sabit Abdulai,Liga Portugal,M,1176,0,1,0.2396,0.0,0.07653061224489796,-0.2396
Davy Gui,Liga Portugal,M,415,1,1,1.0982,0.2168674698795181,0.2168674698795181,-0.09820000000000007
Vasco Moreira,Liga Portugal,M,366,0,0,,0.0,0.0,
Tomás Mendes,Liga Portugal,M,312,0,1,0.0369,0.0,0.28846153846153844,-0.0369
Kaiky Naves,Liga Portugal,D,2026,0,0,1.3928,0.0,0.0,-1.3928
Bastien Meupiyou,Liga Portugal,D,1901,0,0,0.8799,0.0,0.0,-0.8799
Julián Jose Martinez,Liga Portugal,D,671,0,0,0.2283,0.0,0.0,-0.2283
Diogo Spencer,Liga Portugal,D,1085,1,2,0.3116,0.08294930875576037,0.16589861751152074,0.6884
Francisco Chissumba,Liga Portugal,D,1523,0,0,1.0564,0.0,0.0,-1.0564
Sergi Gómez,Liga Portugal,D,1796,0,0,0.3632,0.0,0.0,-0.3632
Steven Baseya,Liga Portugal,D,390,0,0,0.0803,0.0,0.0,-0.0803
Isaac James,Liga Portugal,D,697,0,1,0.164,0.0,0.1291248206599713,-0.164
André Gomes,Liga Portugal,G,2070,0,0,,0.0,0.0,
Matheus Mendes,Liga Portugal,G,180,0,0,,0.0,0.0,
Ivan Barbero,Liga Portugal,F,1275,5,1,4.0435,0.3529411764705882,0.07058823529411765,0.9565000000000001
Dylan Nandín,Liga Portugal,F,822,1,0,1.5865,0.10948905109489052,0.0,-0.5865
Brian Mansilla,Liga Portugal,F,324,0,0,0.201,0.0,0.0,-0.201
Miguel Puche,Liga Portugal,F,683,0,1,0.4255,0.0,0.13177159590043924,-0.4255
Taichi Fukui,Liga Portugal,M,1777,2,2,0.5567,0.10129431626336523,0.10129431626336523,1.4433
Hyun-ju Lee,Liga Portugal,M,1456,5,3,3.0254,0.3090659340659341,0.18543956043956045,1.9746000000000001
Naïs Djouahra,Liga Portugal,M,2006,6,2,1.9634,0.2691924227318046,0.08973080757726819,4.0366
Alfonso Trezza,Liga Portugal,M,1899,8,2,4.9844,0.3791469194312796,0.0947867298578199,3.0156
Yellu Santiago,Liga Portugal,M,23,0,0,,0.0,0.0,
Mateo Flores,Liga Portugal,M,107,0,0,,0.0,0.0,
Espen Van Ee,Liga Portugal,M,1126,1,1,0.5006,0.07992895204262877,0.07992895204262877,0.49939999999999996
Pablo Gozálbez,Liga Portugal,M,552,0,1,1.5154,0.0,0.16304347826086957,-1.5154
Pedro Santos,Liga Portugal,M,696,0,0,0.0307,0.0,0.0,-0.0307
Omar Fayed,Liga Portugal,D,499,0,0,0.0412,0.0,0.0,-0.0412
Amadou Dante,Liga Portugal,D,792,0,0,0.2952,0.0,0.0,-0.2952
Javi Sánchez,Liga Portugal,D,563,0,0,0.1332,0.0,0.0,-0.1332
Diogo Monteiro,Liga Portugal,D,197,0,0,,0.0,0.0,
José Silva,Liga Portugal,D,24,0,0,,0.0,0.0,
Bas Kuipers,Liga Portugal,D,597,0,1,0.5013,0.0,0.15075376884422112,-0.5013
Boris Popović,Liga Portugal,D,1147,1,0,0.7609,0.07846556233653008,0.0,0.23909999999999998
Jose Fontán,Liga Portugal,D,1825,1,3,0.7824,0.049315068493150684,0.14794520547945206,0.21760000000000002
Matías Rocha,Liga Portugal,D,700,0,0,0.0985,0.0,0.0,-0.0985
Tiago Esgaio,Liga Portugal,D,1743,1,2,0.5548,0.05163511187607572,0.10327022375215145,0.44520000000000004
Ignacio de Arruabarrena,Liga Portugal,G,720,0,0,,0.0,0.0,
João Valido,Liga Portugal,G,810,0,0,,0.0,0.0,
Billal Brahimi,Liga Portugal,F,89,0,0,,0.0,0.0,
Jovane Cabral,Liga Portugal,F,1255,5,0,2.7067,0.35856573705179284,0.0,2.2933
Sydney van Hooijdonk,Liga Portugal,F,205,1,0,1.015,0.43902439024390244,0.0,-0.014999999999999902
Ianis Stoica,Liga Portugal,F,1053,2,2,2.7003,0.17094017094017094,0.17094017094017094,-0.7002999999999999
Leandro Antonetti,Liga Portugal,F,273,0,0,0.2117,0.0,0.0,-0.2117
Rodrigo Pinho,Liga Portugal,F,577,1,1,1.8613,0.1559792027729636,0.1559792027729636,-0.8613
Jorge Meireles,Liga Portugal,F,688,0,2,0.2888,0.0,0.2616279069767442,-0.2888
Abraham Marcus,Liga Portugal,M,1773,4,3,2.8813,0.20304568527918784,0.15228426395939085,1.1187
Eddy Doué,Liga Portugal,M,348,0,0,,0.0,0.0,
Robson Lucas Oliveira Botelho,Liga Portugal,M,580,0,0,0.0752,0.0,0.0,-0.0752
Alex Sola,Liga Portugal,M,501,0,0,0.1713,0.0,0.0,-0.1713
Paulo Moreira,Liga Portugal,M,1977,3,2,1.2649,0.13657056145675267,0.09104704097116845,1.7351
Tom Moustier,Liga Portugal,M,172,0,0,0.0941,0.0,0.0,-0.0941
Kevin Höög Jansson,Liga Portugal,M,295,0,0,0.0721,0.0,0.0,-0.0721
Alisson Souza de Jesus,Liga Portugal,M,73,0,0,0.6379,0.0,0.0,-0.6379
Bruno Langa,Liga Portugal,D,135,0,0,,0.0,0.0,
Jefferson Encada,Liga Portugal,D,1278,0,2,0.0334,0.0,0.14084507042253522,-0.0334
Luan Patrick,Liga Portugal,D,2079,0,0,0.0299,0.0,0.0,-0.0299
Bernardo Schappo,Liga Portugal,D,1766,0,0,0.6467,0.0,0.0,-0.6467
Issiar Drame,Liga Portugal,D,8,0,0,,0.0,0.0,
Max Scholze,Liga Portugal,D,149,0,0,,0.0,0.0,
Yahya Kalley,Liga Portugal,D,38,0,0,,0.0,0.0,
Otavio,Liga Portugal,D,1011,0,1,0.1238,0.0,0.08902077151335311,-0.1238
Renan Ribeiro,Liga Portugal,G,2250,0,0,,0.0,0.0,
Dailon Rocha Livramento,Liga Portugal,F,647,0,0,1.3248,0.0,0.0,-1.3248
Cassiano,Liga Portugal,F,1450,5,0,6.404,0.3103448275862069,0.0,-1.404
Jérémy Livolant,Liga Portugal,F,2159,3,7,4.8124,0.12505789717461788,0.2918017600741084,-1.8124000000000002
Tiago Morais,Liga Portugal,F,567,0,0,0.6447,0.0,0.0,-0.6447
Oluwakorede Osundina,Liga Portugal,F,569,2,0,1.1014,0.3163444639718805,0.0,0.8986000000000001
Claudio Mendes,Liga Portugal,F,117,1,0,0.473,0.7692307692307693,0.0,0.527
Sebastián Pérez,Liga Portugal,M,1230,0,0,0.1796,0.0,0.0,-0.1796
Kelian Nsona,Liga Portugal,M,483,1,1,0.2858,0.1863354037267081,0.1863354037267081,0.7142
Joao Marques,Liga Portugal,M,112,0,0,,0.0,0.0,
Xander Severina,Liga Portugal,M,103,0,0,,0.0,0.0,
Lawrence Ofori,Liga Portugal,M,533,0,1,0.1702,0.0,0.16885553470919323,-0.1702
Rafael Brito,Liga Portugal,M,1022,1,1,0.597,0.08806262230919765,0.08806262230919765,0.403
Gaizka Larrazabal,Liga Portugal,M,2049,3,4,1.945,0.13177159590043924,0.17569546120058566,1.055
Iyad Mohamed,Liga Portugal,M,505,1,0,0.0965,0.1782178217821782,0.0,0.9035
José Fonte,Liga Portugal,D,1386,1,0,0.7658,0.06493506493506493,0.0,0.23419999999999996
Kaique Rocha,Liga Portugal,D,497,1,0,0.2762,0.18108651911468815,0.0,0.7238
David Sousa,Liga Portugal,D,1553,2,0,0.837,0.1159047005795235,0.0,1.163
Abdu Conté,Liga Portugal,D,1204,0,2,0.1085,0.0,0.14950166112956811,-0.1085
Domingos Jose Gabriel Bandeira,Liga Portugal,D,683,0,0,0.04,0.0,0.0,-0.04
João Goulart,Liga Portugal,D,1120,0,0,0.2877,0.0,0.0,-0.2877
Kevin Prieto,Liga Portugal,D,203,0,0,0.0455,0.0,0.0,-0.0455
André Geraldes,Liga Portugal,D,1476,0,0,0.0608,0.0,0.0,-0.0608
Pedro Rosas,Liga Portugal,D,34,0,0,0.0285,0.0,0.0,-0.0285
Patrick Sequeira,Liga Portugal,G,1721,0,0,,0.0,0.0,
Ricardo Batista,Liga Portugal,G,316,0,0,,0.0,0.0,
Gabriel Veron,Liga Portugal,F,488,1,0,0.8484,0.18442622950819673,0.0,0.15159999999999996
Jesús Ramírez,Liga Portugal,F,2173,13,0,13.3288,0.5384261389783709,0.0,-0.3287999999999993
Lucas João,Liga Portugal,F,154,0,1,0.599,0.0,0.5844155844155845,-0.599
Pablo,Liga Portugal,F,683,0,0,0.7213,0.0,0.0,-0.7213
Martim Gustavo Watts,Liga Portugal,F,69,0,0,,0.0,0.0,
Liziero,Liga Portugal,M,2039,0,4,0.9217,0.0,0.17655713585090732,-0.9217
Witi,Liga Portugal,M,749,1,0,1.518,0.12016021361815754,0.0,-0.518
Chiheb Labidi,Liga Portugal,M,1038,1,1,1.0065,0.08670520231213873,0.08670520231213873,-0.00649999999999995
Paulinho Bóia,Liga Portugal,M,2123,3,2,3.7181,0.12717852096090437,0.08478568064060292,-0.7181000000000002
Daniel Júnior,Liga Portugal,M,228,0,0,0.2156,0.0,0.0,-0.2156
Matheus Dias,Liga Portugal,M,1995,0,1,1.3572,0.0,0.045112781954887216,-1.3572
Filipe Soares,Liga Portugal,M,325,0,0,0.081,0.0,0.0,-0.081
Miguel Baeza,Liga Portugal,M,621,1,0,0.5153,0.14492753623188406,0.0,0.4847
Joel Silva,Liga Portugal,M,333,0,0,0.0775,0.0,0.0,-0.0775
Deivison Souza Brito,Liga Portugal,M,113,0,0,,0.0,0.0,
André Sousa,Liga Portugal,M,123,0,2,0.0274,0.0,1.4634146341463417,-0.0274
Alan Núñez,Liga Portugal,D,927,1,2,0.898,0.09708737864077668,0.19417475728155337,0.10199999999999998
Léo Santos,Liga Portugal,D,1999,3,1,1.7391,0.13506753376688344,0.04502251125562781,1.2609
Ze Vitor,Liga Portugal,D,1953,4,1,2.6897,0.18433179723502305,0.04608294930875576,1.3102999999999998
Ulisses,Liga Portugal,D,224,0,0,0.0457,0.0,0.0,-0.0457
Lenny Vallier,Liga Portugal,D,550,0,0,0.1243,0.0,0.0,-0.1243
José Gomes,Liga Portugal,D,1706,1,4,1.2728,0.052754982415005855,0.21101992966002342,-0.27279999999999993
Francisco Gonçalves,Liga Portugal,D,381,0,0,0.0091,0.0,0.0,-0.0091
João Aurélio,Liga Portugal,D,1253,0,0,0.2092,0.0,0.0,-0.2092
Kaique,Liga Portugal,G,1710,0,0,,0.0,0.0,
Lucas França,Liga Portugal,G,540,0,0,,0.0,0.0,
Gonçalo Paciência,Liga Portugal,F,189,1,0,0.7479,0.47619047619047616,0.0,0.2521
Gabriel Silva,Liga Portugal,F,1488,3,0,4.6119,0.1814516129032258,0.0,-1.6119000000000003
Elias Manoel,Liga Portugal,F,164,1,0,1.447,0.5487804878048781,0.0,-0.44700000000000006
Vinícius Lopes,Liga Portugal,F,1284,5,1,4.027,0.35046728971962615,0.07009345794392523,0.9729999999999999
Brenner,Liga Portugal,F,983,0,0,1.7485,0.0,0.0,-1.7485
João Costa,Liga Portugal,F,80,0,1,0.2308,0.0,1.125,-0.2308
Diogo Calila,Liga Portugal,M,609,1,0,0.2401,0.14778325123152708,0.0,0.7599
Luis Fernando,Liga Portugal,M,218,1,0,0.136,0.41284403669724773,0.0,0.864
Darlan,Liga Portugal,M,16,0,0,,0.0,0.0,
Pedro Ferreira,Liga Portugal,M,1556,0,0,1.0682,0.0,0.0,-1.0682
Serginho,Liga Portugal,M,1889,4,2,4.3006,0.19057702488088937,0.09528851244044469,-0.3006000000000002
Gustavo Klismahn,Liga Portugal,M,516,0,1,0.1057,0.0,0.1744186046511628,-0.1057
Lucas Soares,Liga Portugal,M,1656,0,0,0.6722,0.0,0.0,-0.6722
Welinton,Liga Portugal,M,243,1,1,0.3314,0.3703703703703704,0.3703703703703704,0.6686000000000001
José Tavares,Liga Portugal,M,560,0,0,0.2081,0.0,0.0,-0.2081
Matheus Araújo,Liga Portugal,D,751,1,0,0.5633,0.11984021304926765,0.0,0.4367
Paulo Victor,Liga Portugal,D,1121,1,0,0.1883,0.08028545941123996,0.0,0.8117
Sidney Lima,Liga Portugal,D,2123,1,0,0.971,0.04239284032030146,0.0,0.029000000000000026
Guilherme Romão,Liga Portugal,D,328,0,1,0.3942,0.0,0.27439024390243905,-0.3942
Frederico Venâncio,Liga Portugal,D,1530,1,0,0.5957,0.058823529411764705,0.0,0.4043
Henrique Silva,Liga Portugal,D,601,0,0,0.2083,0.0,0.0,-0.2083
Pedro Pacheco,Liga Portugal,D,15,0,0,,0.0,0.0,
Gabriel Batista,Liga Portugal,G,2250,0,1,0.149,0.0,0.04,-0.149
Dario Špikić,Liga Portugal,F,1059,2,0,1.9114,0.16997167138810199,0.0,0.08860000000000001
Marc Gual,Liga Portugal,F,179,0,0,0.1818,0.0,0.0,-0.1818
Tamblé Monteiro,Liga Portugal,F,250,0,0,0.263,0.0,0.0,-0.263
Jalen Blesa,Liga Portugal,F,270,1,0,0.1533,0.33333333333333337,0.0,0.8467
Karem Zoabi,Liga Portugal,F,92,0,0,0.0086,0.0,0.0,-0.0086
Tobias Medina,Liga Portugal,F,11,0,0,,0.0,0.0,
Tamás Nikitscher,Liga Portugal,M,651,0,1,0.2554,0.0,0.1382488479262673,-0.2554
Brandon Aguilera,Liga Portugal,M,1377,1,0,0.6213,0.06535947712418301,0.0,0.37870000000000004
Antonis Papakanellos,Liga Portugal,M,364,0,0,0.1903,0.0,0.0,-0.1903
Ryan Guilherme,Liga Portugal,M,39,0,0,0.0526,0.0,0.0,-0.0526
Marios Vrousai,Liga Portugal,M,1755,1,1,1.4692,0.05128205128205128,0.05128205128205128,-0.46920000000000006
Ole Pohlmann,Liga Portugal,M,1190,0,1,0.8418,0.0,0.07563025210084034,-0.8418
Georgios Liavas,Liga Portugal,M,788,0,1,0.0418,0.0,0.11421319796954314,-0.0418
Diogo Bezerra,Liga Portugal,M,403,0,0,0.4949,0.0,0.0,-0.4949
João Graça,Liga Portugal,M,92,0,0,,0.0,0.0,
Gustavo Mancha,Liga Portugal,D,360,0,0,0.071,0.0,0.0,-0.071
Omar Richards,Liga Portugal,D,551,0,0,0.0298,0.0,0.0,-0.0298
Andreas Ndoj,Liga Portugal,D,1652,0,2,0.703,0.0,0.1089588377723971,-0.703
Nelson Abbey,Liga Portugal,D,1370,0,0,0.046,0.0,0.0,-0.046
Leonardo Buta,Liga Portugal,D,10,0,0,,0.0,0.0,
João Tomé,Liga Portugal,D,479,0,0,0.0996,0.0,0.0,-0.0996
Jakub Brabec,Liga Portugal,D,1395,0,0,0.1174,0.0,0.0,-0.1174
Francisco Petrasso,Liga Portugal,D,1296,0,0,0.1015,0.0,0.0,-0.1015
Julien Lomboto,Liga Portugal,D,218,0,0,,0.0,0.0,
Cezary Miszta,Liga Portugal,G,1530,0,0,,0.0,0.0,
Kevin Chamorro,Liga Portugal,G,270,0,0,,0.0,0.0,
Ennio Van Der Gouw,Liga Portugal,G,360,0,0,,0.0,0.0,
Jordan Siebatcheu,Liga Portugal,F,1094,1,0,3.5644,0.08226691042047532,0.0,-2.5644
Maranhão,Liga Portugal,F,1773,6,1,7.7121,0.3045685279187817,0.05076142131979696,-1.7121000000000004
Makan Aïko,Liga Portugal,F,510,0,1,0.3803,0.0,0.1764705882352941,-0.3803
Benjamin Mbunga-Kimpioka,Liga Portugal,F,295,0,0,0.3568,0.0,0.0,-0.3568
Moudjatovic,Liga Portugal,F,256,0,0,0.1043,0.0,0.0,-0.1043
Hugo Félix,Liga Portugal,M,924,0,0,2.4431,0.0,0.0,-2.4431
Rony Lopes,Liga Portugal,M,415,1,2,0.3646,0.2168674698795181,0.4337349397590362,0.6354
Siphephelo Sithole,Liga Portugal,M,1332,1,0,0.3228,0.06756756756756757,0.0,0.6772
Joe Hodge,Liga Portugal,M,899,0,1,0.4745,0.0,0.10011123470522804,-0.4745
Juan Rodríguez,Liga Portugal,M,1203,0,0,0.4893,0.0,0.0,-0.4893
Arjen Van Der Heide,Liga Portugal,M,30,0,0,,0.0,0.0,
Tiago Manso,Liga Portugal,M,1057,1,0,1.8772,0.08514664143803216,0.0,-0.8772
Cicero,Liga Portugal,M,998,0,1,0.2674,0.0,0.09018036072144288,-0.2674
Hélder Tavares,Liga Portugal,M,359,0,0,0.036,0.0,0.0,-0.036
Xabi Huarte,Liga Portugal,M,134,0,0,0.6033,0.0,0.0,-0.6033
Brayan Medina,Liga Portugal,D,1769,0,1,1.8831,0.0,0.05087620124364047,-1.8831
João Silva,Liga Portugal,D,208,1,0,0.5861,0.4326923076923077,0.0,0.41390000000000005
Rodrigo Conceição,Liga Portugal,D,650,1,0,0.2338,0.13846153846153847,0.0,0.7662
Rémy Vita,Liga Portugal,D,227,0,0,0.0602,0.0,0.0,-0.0602
Christian Marques,Liga Portugal,D,1921,0,0,0.3938,0.0,0.0,-0.3938
Bebeto,Liga Portugal,D,1449,2,0,1.667,0.12422360248447205,0.0,0.33299999999999996
Emmanuel Maviram,Liga Portugal,D,1400,2,2,0.4099,0.12857142857142856,0.12857142857142856,1.5901
João Afonso,Liga Portugal,D,595,0,0,0.1118,0.0,0.0,-0.1118
Bernardo Fontes,Liga Portugal,G,2160,0,0,0.1494,0.0,0.0,-0.1494
